producer_id,season,reporting_month,state,county,usda_farm_resource_region,usda_region_code,fsa_state_office,fsa_county_office,farm_latitude,farm_longitude,producer_type,farm_size_acres,primary_crop,secondary_crop,insured_acres,irrigated_flag,historical_program_participation_flag,underserved_producer_flag,new_producer_flag,historical_yield_value,historical_yield_unit,three_year_avg_yield,yield_volatility_index,last_season_loss_flag,crop_diversity_score,seasonal_rainfall_inches,rainfall_deviation_pct,avg_temperature_f,heat_stress_days,drought_index,flood_risk_index,storm_exposure_flag,soil_type,soil_ph,soil_moisture_index,soil_organic_matter_pct,erosion_risk_index,land_productivity_index,ndvi,ndvi_missing_flag,ndvi_change,crop_health_index,satellite_stress_flag,pest_pressure_flag,disease_pressure_flag,seed_delivery_delay_days,fertilizer_delivery_delay_days,distance_to_input_depot_miles,extension_visit_count,last_extension_visit_days_ago,planting_delay_days,input_credit_amount_usd,repayment_rate,prior_default_flag,loan_distress_flag,current_balance_usd,days_past_due,financial_stress_index,low_input_flag,delayed_planting_flag,drought_stress_flag,crop_health_stress_flag,repayment_stress_flag,logistics_stress_flag,support_gap_flag,priority_signal_count,yield_risk_score,repayment_risk_score,intervention_urgency_score,yield_risk_band,repayment_risk_band,intervention_urgency_band,intervention_priority_tier,recommended_action,approval_required,explanation_summary,action_rationale
US006027,2024-25,2025-01,LA,East Baton Rouge,Mississippi Portal,R08,LA FSA State Office,East Baton Rouge County FSA Office,31.6724,-92.2151,corporation,222.7,cotton,soybeans,150.8,0,0,0,0,912.8,lb/acre,941.79,0.142,0,0.55,44.0,-4.7,80.9,16,0.257,0.115,0,sandy loam,6.65,0.544,2.69,0.319,0.735,0.659,0,-0.02,0.693,0,0,0,6,0,37.7,1,26,0,9433.02,0.884,0,0,4998.8,10,0.079,0,0,0,0,0,0,0,0,0.325,0.327,0.255,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006028,2024-25,2024-12,LA,Caddo,Mississippi Portal,R08,LA FSA State Office,Caddo County FSA Office,31.3068,-91.7184,individual,337.1,cotton,,327.3,1,1,0,0,959.24,lb/acre,944.39,0.419,0,0.48,37.8,0.1,72.3,12,0.286,0.105,0,organic,6.16,0.512,2.98,0.467,0.711,0.657,0,-0.07,0.687,0,0,0,0,5,34.2,3,3,7,9960.29,0.676,0,0,3543.44,25,0.214,1,0,0,0,0,0,0,1,0.32,0.231,0.203,low,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006029,2024-25,2024-12,MS,Leflore,Mississippi Portal,R08,MS FSA State Office,Leflore County FSA Office,33.1346,-89.2951,individual,261.8,rice,soybeans,162.2,1,1,0,0,63.34,cwt/acre,66.14,0.437,1,0.66,48.0,-8.3,77.0,24,0.352,0.135,1,clay,5.88,0.493,2.94,0.655,0.513,0.504,0,-0.13,0.497,0,1,0,4,0,13.1,3,29,0,11341.31,0.917,0,0,7454.89,11,0.062,0,0,0,1,0,0,0,1,0.465,0.222,0.259,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US006030,2024-25,2025-02,AR,Jefferson,Mississippi Portal,R08,AR FSA State Office,Jefferson County FSA Office,34.9843,-91.7555,individual,707.7,corn,,368.1,0,1,0,0,168.28,bu/acre,175.11,0.364,0,0.65,40.9,-0.0,82.9,18,0.325,0.195,0,loam,6.26,0.457,3.73,0.372,0.843,0.686,0,0.14,0.699,0,0,0,6,12,28.8,1,45,0,27192.88,0.669,0,0,24424.32,25,0.223,1,0,0,0,0,1,0,2,0.372,0.405,0.315,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006031,2024-25,2025-01,LA,Rapides,Mississippi Portal,R08,LA FSA State Office,Rapides County FSA Office,31.0248,-91.9035,individual,81.3,soybeans,rice,52.1,1,0,0,0,54.81,bu/acre,56.09,0.354,0,0.57,31.7,-9.2,74.9,17,0.607,0.674,0,sandy loam,6.4,0.788,3.62,0.323,0.517,0.604,0,-0.04,0.691,0,0,0,4,8,60.6,2,44,7,3539.04,0.894,0,0,1257.44,0,0.058,0,0,1,0,0,0,0,1,0.338,0.179,0.181,low,low,low,routine_monitoring,drought_advisory,0,Main drivers: drought stress.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US006032,2024-25,2025-02,MS,Bolivar,Mississippi Portal,R08,MS FSA State Office,Bolivar County FSA Office,33.1309,-90.3195,family_farm,277.8,rice,hay,212.9,1,0,0,1,70.42,cwt/acre,82.58,0.349,0,0.46,36.0,-37.9,73.0,24,0.894,0.349,0,silt loam,6.22,0.556,3.85,0.114,0.755,0.32,0,-0.27,0.307,0,1,1,5,0,39.5,1,65,13,14300.86,0.537,0,0,9530.3,36,0.307,1,1,1,1,1,0,0,5,0.645,0.385,0.499,medium,medium,medium,active_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; crop health stress; low input access; repayment stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US006033,2024-25,2025-02,LA,Tensas,Mississippi Portal,R08,LA FSA State Office,Tensas County FSA Office,30.9112,-92.1146,individual,338.0,soybeans,rice,206.2,0,1,0,0,50.46,bu/acre,52.2,0.114,0,0.48,36.2,19.0,74.0,14,0.277,0.086,0,silt loam,5.51,0.602,3.12,0.154,0.543,0.825,0,0.26,0.818,0,0,0,1,6,36.6,0,50,1,11453.7,1.0,0,0,8763.8,0,0.002,1,0,0,0,0,0,0,1,0.38,0.145,0.209,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006034,2024-25,2025-01,TN,Gibson,Mississippi Portal,R08,TN FSA State Office,Gibson County FSA Office,35.8164,-87.1013,individual,316.8,corn,,158.8,1,1,1,0,130.69,bu/acre,128.04,0.375,0,0.39,32.0,15.4,73.6,21,0.244,0.17,0,silt loam,6.54,0.643,3.77,0.484,0.587,0.751,0,0.34,0.772,0,0,0,4,9,22.2,2,22,11,12211.32,0.678,0,0,9048.23,26,0.216,1,1,0,0,0,1,0,3,0.41,0.491,0.316,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: delayed planting; low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006035,2024-25,2024-12,AR,Craighead,Mississippi Portal,R08,AR FSA State Office,Craighead County FSA Office,34.3845,-92.9271,individual,183.3,hay,,160.3,0,1,1,0,3.75,tons/acre,4.02,0.475,0,0.22,45.0,-15.8,76.6,27,0.569,0.136,0,sandy loam,5.59,0.585,3.57,0.247,0.715,0.586,0,0.03,0.648,0,0,0,5,2,27.5,3,36,13,10312.76,0.8,0,0,4273.06,1,0.112,0,1,1,0,0,0,0,2,0.332,0.328,0.242,low,low,low,routine_monitoring,planting_support,1,Main drivers: drought stress; delayed planting.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US006036,2024-25,2024-10,AR,Lee,Mississippi Portal,R08,AR FSA State Office,Lee County FSA Office,34.1856,-92.8316,family_farm,461.8,soybeans,cotton,214.9,0,1,0,1,53.02,bu/acre,53.79,0.343,0,0.69,45.1,8.8,71.3,24,0.119,0.03,0,clay,5.64,0.59,4.5,0.405,0.564,0.67,0,-0.04,0.707,0,0,0,3,2,32.5,1,52,6,25029.26,0.79,0,0,18032.15,0,0.119,0,0,0,0,0,0,0,0,0.125,0.247,0.156,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006037,2024-25,2025-02,MS,Washington,Mississippi Portal,R08,MS FSA State Office,Washington County FSA Office,32.1009,-89.4201,individual,267.3,corn,cotton,145.9,0,1,1,1,212.72,bu/acre,218.86,0.324,0,0.7,36.7,21.8,74.1,11,0.234,0.301,0,silt loam,5.68,0.504,1.79,0.193,0.886,0.631,0,-0.01,0.667,0,0,0,3,6,40.4,3,16,3,13092.49,0.689,0,0,5735.25,26,0.209,0,0,0,0,0,0,0,0,0.334,0.283,0.218,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006038,2024-25,2025-01,AR,Jefferson,Mississippi Portal,R08,AR FSA State Office,Jefferson County FSA Office,35.4039,-92.124,individual,305.3,hay,soybeans,152.1,0,0,0,0,3.33,tons/acre,3.39,0.133,0,0.65,36.8,5.2,75.9,20,0.144,0.12,0,clay,7.05,0.688,2.28,0.605,0.647,0.72,0,0.13,0.757,0,0,0,3,1,48.6,1,59,0,12797.96,0.797,0,0,9659.92,15,0.135,0,0,0,0,0,0,0,0,0.156,0.203,0.121,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006039,2024-25,2024-12,TN,McMinn,Mississippi Portal,R08,TN FSA State Office,McMinn County FSA Office,35.6619,-86.9332,family_farm,167.7,soybeans,,156.6,0,0,0,0,47.14,bu/acre,48.98,0.488,0,0.18,44.3,12.0,81.3,10,0.313,0.333,0,sandy clay,5.81,0.562,3.26,0.122,0.619,0.644,0,-0.01,0.685,0,0,0,8,8,30.4,3,22,2,8287.48,0.868,0,0,6994.49,0,0.074,1,0,0,0,0,1,0,2,0.282,0.31,0.211,low,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006040,2024-25,2024-12,LA,East Baton Rouge,Mississippi Portal,R08,LA FSA State Office,East Baton Rouge County FSA Office,30.9635,-91.6269,individual,256.5,corn,,248.5,0,1,1,0,140.93,bu/acre,154.17,0.207,0,0.56,27.2,4.3,73.2,18,0.299,0.086,0,sandy clay,6.48,0.543,1.94,0.423,0.498,0.648,0,-0.08,0.605,0,1,0,3,6,14.1,5,3,4,12841.53,0.71,0,0,5117.37,17,0.185,0,0,0,1,0,0,0,1,0.42,0.311,0.302,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US006041,2024-25,2025-03,AR,Lee,Mississippi Portal,R08,AR FSA State Office,Lee County FSA Office,34.6105,-92.953,family_farm,76.5,corn,hay,72.6,0,0,0,0,132.82,bu/acre,145.55,0.301,0,0.67,41.3,11.3,72.8,21,0.396,0.274,1,clay,7.05,0.513,2.35,0.23,0.95,,1,-0.01,0.157,0,0,1,1,7,34.5,3,18,8,3561.36,0.71,0,0,3104.81,26,0.197,0,0,0,1,0,0,0,1,0.478,0.182,0.258,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US006042,2024-25,2025-02,LA,Caddo,Mississippi Portal,R08,LA FSA State Office,Caddo County FSA Office,31.4327,-92.2276,individual,67.2,soybeans,corn,37.7,1,1,0,0,41.89,bu/acre,41.83,0.282,0,0.6,39.7,-5.5,67.3,17,0.405,0.28,0,silt loam,6.47,0.453,0.91,0.532,0.737,0.673,0,-0.09,0.689,1,0,0,5,7,9.0,3,5,6,3049.76,0.579,1,0,1817.51,47,0.479,0,0,0,1,1,0,0,2,0.416,0.479,0.347,medium,medium,medium,active_monitoring,monitor_only,0,Main drivers: crop health stress; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006043,2024-25,2024-10,MO,Greene,Mississippi Portal,R08,MO FSA State Office,Greene County FSA Office,38.962,-93.4294,family_farm,271.7,cotton,soybeans,203.0,0,1,0,0,970.99,lb/acre,1004.93,0.429,0,0.37,35.9,12.3,72.0,20,0.281,0.034,0,sandy clay,7.57,0.701,2.07,0.038,0.455,0.72,0,0.18,0.759,0,0,0,3,3,39.5,0,54,2,8797.24,0.852,0,0,8936.23,19,0.11,1,0,0,0,0,0,0,1,0.245,0.238,0.178,low,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006044,2024-25,2024-12,AR,Craighead,Mississippi Portal,R08,AR FSA State Office,Craighead County FSA Office,35.0355,-91.7999,individual,444.7,soybeans,,330.1,1,1,0,1,45.76,bu/acre,45.82,0.358,0,0.21,40.6,-15.6,68.2,24,0.426,0.079,0,organic,7.22,0.605,3.04,0.206,0.926,0.648,0,-0.05,0.694,0,0,0,5,9,47.9,3,59,14,22016.6,0.732,0,0,21186.37,25,0.187,1,1,1,0,0,1,0,4,0.439,0.39,0.392,medium,medium,medium,active_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; low input access; logistics stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US006045,2024-25,2024-11,MS,Jones,Mississippi Portal,R08,MS FSA State Office,Jones County FSA Office,32.7074,-90.4901,individual,655.6,rice,,597.6,0,1,0,0,62.52,cwt/acre,69.23,0.281,0,0.26,43.7,23.0,73.3,35,0.392,0.051,0,organic,6.09,0.592,2.97,0.237,0.553,0.418,0,-0.09,0.452,1,1,0,2,5,26.9,4,3,16,26171.2,0.586,0,0,15473.61,37,0.283,0,1,0,1,1,0,0,3,0.55,0.343,0.356,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress; repayment stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US006046,2024-25,2024-10,MO,Boone,Mississippi Portal,R08,MO FSA State Office,Boone County FSA Office,38.8963,-92.4173,family_farm,243.8,soybeans,,161.0,0,1,1,0,41.45,bu/acre,41.77,0.264,1,0.39,47.2,5.9,73.0,6,0.065,0.219,0,sandy clay,7.24,0.666,3.14,0.236,0.581,,1,0.04,0.25,0,0,0,5,3,28.2,0,46,9,8945.1,0.574,1,0,5138.29,62,0.503,0,0,0,0,1,0,1,2,0.189,0.683,0.421,low,high,medium,active_monitoring,repayment_followup,0,Main drivers: repayment stress; limited support coverage.,"Repayment stress is elevated due to weak repayment performance, prior default exposure, overdue balances, or financial distress."
US006047,2024-25,2025-03,MS,Washington,Mississippi Portal,R08,MS FSA State Office,Washington County FSA Office,32.3654,-89.5991,family_farm,136.0,cotton,rice,110.7,0,0,0,0,976.86,lb/acre,1005.59,0.136,0,0.5,41.2,10.3,77.0,21,0.238,0.088,0,silt loam,5.29,0.632,1.88,0.218,0.662,0.667,0,0.03,0.711,0,0,0,1,4,24.3,0,26,2,5997.67,0.655,0,0,5476.12,36,0.242,0,0,0,0,1,0,1,2,0.309,0.332,0.395,low,low,medium,active_monitoring,extension_officer_dispatch,0,Main drivers: repayment stress; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US006048,2024-25,2025-02,TN,Rutherford,Mississippi Portal,R08,TN FSA State Office,Rutherford County FSA Office,35.6624,-86.119,individual,786.5,corn,rice,760.2,0,1,0,0,138.39,bu/acre,150.88,0.44,0,0.55,35.0,-13.4,67.7,17,0.69,0.011,0,sandy clay,6.44,0.432,2.55,0.548,0.586,0.58,0,-0.12,0.621,0,0,0,5,3,27.8,3,6,6,44705.87,0.771,0,0,30239.18,8,0.143,0,0,1,1,0,0,0,2,0.415,0.241,0.247,medium,low,low,routine_monitoring,drought_advisory,0,Main drivers: drought stress; crop health stress.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US006049,2024-25,2025-03,LA,Tensas,Mississippi Portal,R08,LA FSA State Office,Tensas County FSA Office,30.7251,-91.4824,individual,255.1,corn,hay,185.1,0,1,0,0,138.52,bu/acre,144.44,0.463,0,0.49,34.4,9.8,75.1,17,0.342,0.2,0,sandy loam,6.27,0.426,3.6,0.028,0.744,0.75,0,0.16,0.739,0,0,0,6,6,15.8,3,36,8,9258.88,0.731,0,0,5451.4,23,0.182,0,0,0,0,0,0,0,0,0.344,0.169,0.221,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006050,2024-25,2025-02,TN,Rutherford,Mississippi Portal,R08,TN FSA State Office,Rutherford County FSA Office,35.447,-86.3446,individual,49.4,cotton,,25.3,0,0,0,0,813.0,lb/acre,886.85,0.535,0,0.51,43.8,-20.6,75.5,23,0.694,0.078,1,sandy loam,6.17,0.317,4.12,0.32,0.434,,1,-0.07,0.198,0,0,0,2,4,36.7,0,87,8,2000.0,0.854,0,0,846.24,8,0.092,0,0,1,0,0,0,1,2,0.378,0.267,0.375,medium,low,medium,active_monitoring,drought_advisory,0,Main drivers: drought stress; limited support coverage.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US006051,2024-25,2025-02,AR,Poinsett,Mississippi Portal,R08,AR FSA State Office,Poinsett County FSA Office,35.3974,-92.0268,individual,73.4,rice,corn,66.7,0,0,1,0,69.69,cwt/acre,73.54,0.44,1,0.32,41.7,1.7,76.6,20,0.436,0.018,0,sandy loam,5.46,0.424,2.27,0.191,0.686,0.773,0,0.22,0.755,0,0,0,6,7,31.6,0,51,2,3824.64,0.967,0,0,2274.13,14,0.038,0,0,0,0,0,0,0,0,0.368,0.216,0.224,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006052,2024-25,2024-10,TN,Shelby,Mississippi Portal,R08,TN FSA State Office,Shelby County FSA Office,36.0367,-85.618,individual,61.6,rice,hay,41.1,0,1,0,0,64.41,cwt/acre,71.44,0.283,0,0.68,38.9,-36.8,77.4,6,0.821,0.239,1,silt loam,6.66,0.513,2.16,0.284,0.679,0.409,0,-0.26,0.513,0,0,0,0,5,37.6,3,19,21,2238.15,0.325,1,1,1817.76,54,0.628,0,1,1,1,1,0,0,4,0.612,0.686,0.486,medium,high,medium,active_monitoring,repayment_followup,0,Main drivers: drought stress; delayed planting; crop health stress; repayment stress.,"Repayment stress is elevated due to weak repayment performance, prior default exposure, overdue balances, or financial distress."
US006053,2024-25,2025-03,MS,Jones,Mississippi Portal,R08,MS FSA State Office,Jones County FSA Office,32.7902,-91.1112,individual,219.8,soybeans,,131.8,0,1,0,0,42.97,bu/acre,45.13,0.341,1,0.45,46.9,5.0,72.5,17,0.399,0.144,0,clay,5.79,0.535,3.28,0.102,0.732,0.57,0,-0.05,0.629,0,0,0,6,4,15.1,2,3,13,11131.85,0.657,0,0,6501.72,16,0.213,0,1,0,0,0,0,0,1,0.42,0.276,0.256,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006054,2024-25,2025-01,MO,Jasper,Mississippi Portal,R08,MO FSA State Office,Jasper County FSA Office,38.7295,-92.1518,individual,362.3,soybeans,,258.9,0,1,0,0,49.05,bu/acre,50.42,0.534,0,0.35,42.0,-3.7,74.0,13,0.226,0.084,0,sandy clay,6.57,0.818,0.8,0.429,0.648,0.79,0,0.11,0.825,0,0,0,3,5,45.0,1,56,9,11047.56,0.828,0,0,10091.71,28,0.136,1,0,0,0,0,0,0,1,0.305,0.32,0.222,low,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006055,2024-25,2025-03,MS,Lowndes,Mississippi Portal,R08,MS FSA State Office,Lowndes County FSA Office,32.5613,-88.8194,individual,80.3,hay,corn,51.0,1,1,0,0,3.51,tons/acre,3.53,0.467,0,0.57,43.8,6.7,68.3,36,0.447,0.195,0,sandy loam,6.34,0.547,1.86,0.362,0.571,0.672,0,0.02,0.703,0,0,0,7,9,26.4,2,16,7,3149.4,0.652,1,0,1911.03,54,0.448,1,0,0,0,1,1,0,3,0.359,0.643,0.35,medium,medium,medium,active_monitoring,targeted_input_topup,1,Main drivers: low input access; repayment stress; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006056,2024-25,2024-10,LA,East Baton Rouge,Mississippi Portal,R08,LA FSA State Office,East Baton Rouge County FSA Office,30.8709,-91.4436,individual,426.0,corn,rice,377.0,0,1,0,0,135.72,bu/acre,146.42,0.477,0,0.46,45.8,5.7,83.8,14,0.276,0.661,0,sandy loam,6.39,0.538,2.27,0.295,0.602,0.722,0,-0.01,0.666,0,0,1,1,5,65.7,1,17,12,19880.97,0.853,0,0,19024.07,19,0.112,0,1,0,1,0,0,0,2,0.498,0.26,0.28,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US006057,2024-25,2025-03,AR,Lonoke,Mississippi Portal,R08,AR FSA State Office,Lonoke County FSA Office,35.339,-91.7186,individual,103.4,hay,rice,71.5,0,0,1,0,3.29,tons/acre,3.42,0.316,0,0.47,40.5,11.1,75.4,28,0.329,0.04,0,sandy loam,7.25,0.505,3.19,0.343,0.427,0.631,0,0.01,0.667,0,0,0,5,4,34.2,1,40,13,5870.95,0.504,1,0,3310.3,38,0.507,0,1,0,0,1,0,0,2,0.306,0.558,0.324,low,medium,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006058,2024-25,2024-10,LA,Ouachita,Mississippi Portal,R08,LA FSA State Office,Ouachita County FSA Office,30.9948,-92.6181,individual,168.2,corn,rice,158.9,1,1,0,1,160.06,bu/acre,168.39,0.345,0,0.57,38.5,-24.5,75.3,20,0.829,0.113,0,sandy loam,7.1,0.532,2.79,0.3,0.734,0.676,0,0.1,0.703,0,0,0,6,7,23.5,1,51,13,6891.64,0.791,0,0,6682.72,14,0.136,0,1,1,0,0,0,0,2,0.465,0.304,0.249,medium,low,low,routine_monitoring,planting_support,1,Main drivers: drought stress; delayed planting.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US006059,2024-25,2025-03,MO,Greene,Mississippi Portal,R08,MO FSA State Office,Greene County FSA Office,38.3679,-92.8037,individual,158.3,soybeans,cotton,150.1,0,1,0,0,44.45,bu/acre,50.25,0.456,0,0.78,40.3,-17.1,79.1,25,0.544,0.127,0,silt loam,6.18,0.56,3.34,0.197,0.709,0.353,0,-0.16,0.401,1,1,0,2,6,23.9,4,13,1,8768.81,0.818,0,0,4387.04,12,0.118,0,0,1,1,0,0,0,2,0.367,0.324,0.291,medium,low,low,routine_monitoring,drought_advisory,0,Main drivers: drought stress; crop health stress.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US006060,2024-25,2024-12,TN,McMinn,Mississippi Portal,R08,TN FSA State Office,McMinn County FSA Office,35.2905,-86.4435,family_farm,120.1,rice,,69.7,1,1,1,1,71.28,cwt/acre,71.41,0.293,0,0.49,35.9,-5.0,76.0,11,0.433,0.219,0,clay,6.66,0.557,2.74,0.501,0.703,0.751,0,0.19,0.759,0,0,0,4,9,21.3,2,37,0,5483.11,0.508,1,0,5656.94,70,0.551,1,0,0,0,1,1,0,3,0.307,0.7,0.309,low,high,low,routine_monitoring,repayment_followup,0,Main drivers: low input access; repayment stress; logistics stress.,"Repayment stress is elevated due to weak repayment performance, prior default exposure, overdue balances, or financial distress."
US006061,2024-25,2025-03,MS,Lowndes,Mississippi Portal,R08,MS FSA State Office,Lowndes County FSA Office,32.8573,-90.1712,family_farm,182.4,hay,soybeans,118.5,0,1,0,0,2.6,tons/acre,2.8,0.342,0,0.58,36.7,-19.5,73.6,13,0.599,0.151,0,clay,6.51,0.298,3.66,0.495,0.544,0.527,0,-0.07,0.564,0,0,0,7,7,50.9,4,26,13,9196.68,0.69,0,0,3454.09,31,0.215,0,1,1,0,1,0,0,3,0.368,0.259,0.207,medium,low,low,routine_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; repayment stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US006062,2024-25,2024-11,LA,Ouachita,Mississippi Portal,R08,LA FSA State Office,Ouachita County FSA Office,30.5092,-92.7558,individual,444.4,soybeans,,291.9,0,1,0,0,56.45,bu/acre,57.41,0.291,1,0.33,35.1,-0.3,72.4,10,0.139,0.02,0,silt loam,6.01,0.784,3.03,0.282,0.588,0.798,0,0.01,0.826,0,0,0,5,4,26.2,1,61,5,18710.83,0.738,0,0,18530.42,16,0.171,0,0,0,0,0,0,0,0,0.278,0.167,0.216,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006063,2024-25,2025-01,LA,Caddo,Mississippi Portal,R08,LA FSA State Office,Caddo County FSA Office,31.3546,-92.7269,individual,171.1,hay,rice,113.5,0,0,0,0,2.71,tons/acre,2.83,0.408,0,0.54,35.8,-1.0,66.8,25,0.347,0.056,0,sandy clay,7.12,0.654,2.55,0.274,0.519,0.606,0,-0.05,0.672,0,0,0,2,1,3.0,2,48,7,6403.85,0.925,0,0,3466.44,5,0.049,0,0,0,0,0,0,0,0,0.179,0.278,0.195,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US006064,2024-25,2024-11,LA,Caddo,Mississippi Portal,R08,LA FSA State Office,Caddo County FSA Office,31.0693,-92.347,family_farm,198.9,corn,hay,170.1,0,1,0,0,167.65,bu/acre,172.48,0.258,0,0.59,35.6,-2.0,79.0,17,0.234,0.31,0,organic,5.55,0.567,3.53,0.327,0.609,0.686,0,0.05,0.715,0,0,0,0,8,52.4,0,43,14,11351.07,0.825,0,0,7145.57,19,0.125,0,1,0,0,0,0,1,2,0.323,0.317,0.319,low,low,low,routine_monitoring,extension_officer_dispatch,0,Main drivers: delayed planting; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US006065,2024-25,2024-12,MO,Cole,Mississippi Portal,R08,MO FSA State Office,Cole County FSA Office,38.5555,-93.4893,individual,545.8,cotton,soybeans,498.2,0,1,0,0,878.26,lb/acre,921.74,0.302,0,0.62,45.5,8.7,70.6,6,0.393,0.756,0,silt loam,5.64,0.522,4.43,0.082,0.914,0.663,0,0.1,0.692,0,0,0,0,9,21.3,2,28,8,23645.98,0.829,0,0,17722.49,7,0.108,1,0,0,0,0,1,0,2,0.362,0.382,0.224,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US006066,2024-25,2024-12,LA,East Baton Rouge,Mississippi Portal,R08,LA FSA State Office,East Baton Rouge County FSA Office,30.5069,-92.6213,family_farm,173.7,soybeans,rice,79.9,0,1,0,0,38.66,bu/acre,42.31,0.434,0,0.56,37.7,5.4,73.1,22,0.719,0.317,0,clay,6.59,0.652,4.04,0.533,0.467,0.522,0,0.09,0.613,0,0,0,4,1,34.5,1,55,16,8012.91,0.26,1,1,4346.63,75,0.694,0,1,1,0,1,0,0,3,0.418,0.635,0.412,medium,medium,medium,active_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; repayment stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
